STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/21/2005,5.14,555,,0,,,,48,38,,40,40,0,10.1,12.1,1,1,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/22/2005,3.36,445,,0,,,,43,37,,40,40,0,8.1,10.1,1,1,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/23/2005,1.79,2155,,0,,,,48,34,,360,360,0,8.1,8.1,1,1,,,,,,1,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/24/2005,3.58,619,,0.03,,,,46,31,,130,130,0,12.1,13,1,1,,,,,,,,,1,,,1,,,,1,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/25/2005,7.61,2101,,0.99,,,,46,40,,240,250,0,15,19.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/26/2005,7.61,140,,0,,,,45,34,,220,230,0,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/27/2005,5.14,424,,0.11,,,,43,33,,200,200,0,13,15,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/28/2005,10.29,1446,,0.07,,,,44,29,,110,120,0,23,29.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/29/2005,10.51,635,,0.31,,,,39,36,,200,210,0,23,29.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/30/2005,6.71,157,,0,,,,45,34,,220,230,0,15,19.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/1/2005,9.4,820,,0.27,,,,38,32,,30,40,0,17,23.9,1,,,,,1,,,,,1,,,1,1,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/2/2005,4.25,2359,,0.07,,1,,37,32,,150,160,0,6.9,8.1,1,,,,,,,,,,1,,,1,,1,1,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/3/2005,4.7,523,,0.03,,,,39,31,,290,290,0,13,17,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/4/2005,5.59,2217,,0,,,,40,29,,150,130,0,8.9,12.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/5/2005,4.25,1241,,0,,,,44,38,,160,160,0,10.1,12.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/6/2005,5.14,2312,,0,,,,45,39,,120,120,0,15,17.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/7/2005,10.96,313,,0,,,,42,35,,120,80,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/8/2005,5.37,2236,,0,,,,44,30,,120,150,0,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/9/2005,6.71,1333,,0,,,,45,30,,10,10,0,15,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/10/2005,4.7,1917,,0,,,,46,30,,30,40,0,10.1,12.1,1,1,,,,,,,,,1,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/11/2005,2.68,2207,,0,,,,42,30,,120,120,0,8.1,8.9,1,1,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/12/2005,3.58,1045,,0.03,,,,42,36,,170,130,0,14.1,16.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/13/2005,2.46,1824,,0.01,,,,45,31,,50,60,0,8.1,8.9,1,1,,,,,,,,,1,,,1,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/14/2005,8.28,2029,,0,,,,41,28,,30,30,0,15,17,1,1,,,,,,,,,1,,,,,,,,1,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/15/2005,9.4,119,,0,,,,38,28,,30,40,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/16/2005,4.03,2301,,0,,,,41,23,,30,30,0,10.1,12.1,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/17/2005,15.88,1058,,0,,,,48,31,,100,110,0,29.1,36,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/18/2005,19.91,1015,,0,,,,47,34,,100,100,0,38.9,46.1,,,,,,,,,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/19/2005,9.17,723,,0.16,,,,49,36,,120,100,0,25.9,31.1,,,,,,,,,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/20/2005,7.83,732,,0.43,,,,54,48,,100,120,0,17,21.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/21/2005,10.74,1411,,0.4,,,,56,49,,120,130,0,17,21,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/22/2005,12.97,1608,,0.34,,,,57,50,,190,190,0,23,28,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/23/2005,7.83,28,,0.93,,,,55,51,,220,220,0,19.9,23,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/24/2005,5.59,2112,,0.63,,,,62,53,,120,120,0,15,16.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/25/2005,9.62,723,,0.81,,,,58,50,,210,200,0,30,38,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/26/2005,11.41,1224,,0.41,,,,53,47,,200,200,0,19.9,25.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/27/2005,8.05,245,,0.47,,,,55,46,,120,120,0,17,21,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/28/2005,14.76,1027,,0.46,,,,53,45,,210,220,0,29.1,36.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/29/2005,8.28,2220,,0.35,,,,50,42,,120,130,0,17.9,21,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/30/2005,8.72,425,,0.75,,,,51,44,,110,120,0,16.1,19.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",12/31/2005,8.5,2105,,0.3,,,,51,47,,200,200,0,17,21.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/1/2006,12.97,1305,1304,0.08,,,,58,46,,180,190,0,36.9,49,1,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/2/2006,6.04,155,156,0.31,,,,49,41,,190,170,0,15,17.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/3/2006,8.5,2134,2147,0.15,,,,47,38,,190,180,0,21,25.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/4/2006,9.17,1955,2002,0.01,,,,54,42,,120,110,0,21,23.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/5/2006,7.16,2004,1644,1.33,,,,55,48,,110,150,0,16.1,21.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/6/2006,6.93,113,112,0.26,,,,56,50,,170,170,0,17,21.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/7/2006,11.41,1659,1658,0.3,,,,53,43,,200,190,0,23,29.1,1,,,,,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/8/2006,8.5,42,41,0.1,,,,49,39,,210,210,0,17,21,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/9/2006,9.62,1453,1452,1.15,,,,52,46,,220,220,0,17.9,23.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/10/2006,12.3,543,543,0.94,,,,55,46,,210,210,0,25.9,36,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/11/2006,14.76,1449,235,0.77,,,,49,44,,210,240,0,21.9,31.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/12/2006,8.72,116,19,0.57,,,,48,44,,200,200,0,16.1,19.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/13/2006,10.51,745,744,0.55,,,,50,45,,190,190,0,19.9,28,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/14/2006,7.38,1838,1,0.26,,,,46,38,,60,140,0,15,17.9,1,,,,,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/15/2006,8.72,1242,1241,0,,,,47,37,,210,220,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/16/2006,6.71,2239,2238,0.72,,,,53,41,,240,250,0,28,36,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/17/2006,8.28,2359,2358,0.12,,,,53,45,,210,210,0,21.9,25.9,1,,,1,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/18/2006,2.24,1327,1324,0.07,,,,46,42,,240,250,0,8.9,14.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/19/2006,10.51,2254,2254,0.16,,,,47,43,,170,180,0,21,23,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/20/2006,9.17,355,348,0.23,,,,46,39,,190,200,0,28,34.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/21/2006,6.04,931,930,0.12,,,,49,42,,210,200,0,12.1,14.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/22/2006,10.74,2253,1940,0,,,,51,44,,200,200,0,19.9,23,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/23/2006,7.16,259,308,0.01,,,,55,45,,190,190,0,17,21,1,1,,,,,,,,,1,1,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/24/2006,5.14,1007,1054,0,,,,56,41,,10,10,0,16.1,17,1,1,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/25/2006,9.62,1133,1140,0.08,,,,52,38,,240,240,0,19.9,25.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/26/2006,14.09,2016,2006,0.09,,,,48,41,,200,210,0,23,29.1,,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/27/2006,12.3,1942,1004,0.22,,,,48,40,,200,210,0,19.9,23.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/28/2006,14.09,936,934,0.75,,,,47,40,,210,210,0,28,36,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/29/2006,11.86,2108,2032,1.24,,,,52,40,,170,180,0,25.1,32,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/30/2006,13.65,1839,1838,0.73,,,,54,43,,220,220,0,25.9,31.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",1/31/2006,12.53,1258,1255,0.33,,,,50,41,,200,210,0,23.9,31.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/1/2006,15.66,328,328,0.29,,,,50,46,,220,210,0,31.1,45,1,,,,,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/2/2006,11.41,1324,833,0.3,,,,51,43,,210,200,0,17,21.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/3/2006,8.05,2316,2315,0.11,,,,58,43,,190,190,0,19.9,25.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/4/2006,21.47,721,714,0.41,,,,53,42,,200,190,0,36,47,1,,,,,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/5/2006,8.72,2359,2358,0,,,,49,40,,210,200,0,16.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/6/2006,4.7,44,43,0,,,,52,38,,40,50,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/7/2006,4.7,2359,2244,0,,,,60,35,,220,180,0,12.1,14.1,1,1,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/8/2006,8.72,1408,1408,0.21,,,,53,39,,30,40,0,19.9,23,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/9/2006,15.21,950,945,0,,,,53,36,,30,40,0,25.9,33.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/10/2006,16.55,821,821,0,,,,58,39,,90,110,0,32,40,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/11/2006,7.38,4,16,0,,,,58,44,,130,120,0,21,25.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/12/2006,5.37,600,559,0,,,,56,37,,160,160,0,13,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/13/2006,6.71,1441,701,0.32,,,,49,37,,40,10,0,14.1,17.9,1,1,,,,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/14/2006,8.72,1711,1214,0,,,,46,34,,10,30,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/15/2006,6.71,1250,1258,0,,,,46,30,,350,360,0,16.1,17.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/16/2006,11.41,1645,1645,0,,,,47,30,,350,350,0,23,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/17/2006,12.97,1049,1057,0,,,,38,27,,100,100,0,23,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/18/2006,8.95,1441,1505,0,,,,44,23,,10,10,0,17,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/19/2006,5.37,1104,1057,0,,,,48,27,,10,20,0,12.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/20/2006,5.82,1306,1304,0,,,,41,29,,160,160,0,10.1,13,,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/21/2006,6.49,1945,2135,0,,,,47,39,,220,230,0,13,15,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/22/2006,12.97,2115,2036,0,,,,49,44,,220,220,0,21.9,29.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/23/2006,12.75,1358,1355,0.09,,,,47,35,,40,50,0,23,25.9,1,,,,,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/24/2006,6.04,2102,2101,0,,,,46,30,,30,40,0,14.1,17.9,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/25/2006,6.26,1024,1015,0,,,,47,31,,20,30,0,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/26/2006,4.92,1302,2132,0.04,,,,50,38,,10,130,0,17,19.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/27/2006,10.74,551,538,0.31,,,,50,39,,200,210,0,23,30,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",2/28/2006,10.51,1334,1323,0.47,,,,44,38,,230,210,0,25.1,33.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/1/2006,14.09,2024,2024,0,,,,58,37,,130,130,0,34.9,42.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/2/2006,11.41,249,249,0.02,,,,55,37,,170,180,0,36,53,1,,,,,,,,,1,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/3/2006,8.5,2234,1424,0,,,,54,34,,220,320,0,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/4/2006,8.05,2357,2311,0,,,,54,39,,120,100,0,19.9,25.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/5/2006,11.63,841,841,0.03,,,,54,45,,120,120,0,29.1,34.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/6/2006,14.54,1158,1156,0.04,,,,55,42,,220,210,0,31.1,38.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/7/2006,12.97,1440,1425,0.04,,,,50,38,,210,210,0,21.9,29.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/8/2006,15.43,1551,1548,0.38,,,,42,34,,220,230,0,38.9,53,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/9/2006,13.87,1349,33,0.1,,,,41,34,,220,220,0,23.9,31.1,1,,,,,,,,,,1,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/10/2006,4.92,1635,1626,0.03,,,,47,32,,240,220,0,15,17.9,1,,1,,,,,,,,,,,1,,1,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/11/2006,6.49,2110,2109,0,,,,48,34,,40,30,0,15,17.9,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/12/2006,6.04,1015,1014,0,,,,51,31,,10,360,0,13,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/13/2006,7.38,2050,2049,0.01,,,,54,33,,150,160,0,17,21.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/14/2006,8.72,1313,1311,0.02,,,,51,38,,220,220,0,17.9,23,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/15/2006,7.61,1153,1152,0.06,,,,47,39,,220,220,0,21.9,29.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/16/2006,8.05,1105,1105,0.06,,,,50,38,,180,190,0,25.1,31.1,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/17/2006,3.8,1325,1324,0.07,,,,48,36,,200,200,0,17.9,23,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/18/2006,4.7,1950,508,0.46,,,,49,37,,50,10,0,10.1,15,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/19/2006,5.37,2237,2211,0,,,,53,33,,30,40,0,13,15,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/20/2006,6.71,1636,1626,0,,,,59,35,,340,340,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/21/2006,8.72,1755,1754,0.04,,,,51,42,,230,240,0,19.9,23.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/22/2006,9.4,1105,1104,0.04,,,,54,45,,170,170,0,21,25.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/23/2006,7.38,2049,2049,0.01,,,,64,45,,280,280,0,17.9,23,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/24/2006,9.17,1008,1007,0.49,,,,53,42,,180,170,0,29.1,34.9,1,,,,1,,,1,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/25/2006,8.5,739,738,0,,,,53,36,,20,20,0,17,19.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/26/2006,10.51,918,917,0.04,,,,49,39,,220,220,0,21,25.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/27/2006,10.51,1730,1730,0,,,,62,39,,360,350,0,16.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/28/2006,9.17,1744,1746,0.16,,,,57,44,,360,360,0,17,21,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/29/2006,8.95,1748,1748,0,,,,53,44,,190,200,0,17,21,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/30/2006,4.7,2124,2123,0,,,,57,42,,60,60,0,12.1,15,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",3/31/2006,5.37,2316,2315,0.08,,,,60,44,,230,230,0,15,17,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/1/2006,9.4,1457,1456,0.27,,,,50,40,,230,230,0,19.9,23,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/2/2006,6.71,2359,2357,0,,,,62,42,,40,30,0,13,15,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/3/2006,8.5,906,902,0.14,,,,61,44,,110,100,0,17.9,25.1,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/4/2006,8.05,2019,2015,0,,,,58,38,,30,40,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/5/2006,10.29,2244,2155,0,,,,63,42,,220,230,0,21.9,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/6/2006,6.71,2357,49,0,,,,57,40,,220,220,0,19.9,23.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/7/2006,8.72,1134,1047,0,,,,60,43,,360,360,0,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/8/2006,9.62,1257,1217,0.38,,,,50,45,,220,220,0,21,25.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/9/2006,7.16,145,1558,0,,,,58,44,,190,10,0,13,15,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/10/2006,4.03,1336,1342,0,,,,59,42,,200,220,0,12.1,14.1,1,,,,,,,,,,1,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/11/2006,4.92,1717,1717,0,,,,60,39,,130,130,0,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/12/2006,9.17,1229,1252,0.06,,,,58,46,,220,210,0,21,25.1,1,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/13/2006,9.84,1111,1113,0.44,,,,49,44,,230,230,0,25.1,32,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/14/2006,12.08,1736,1736,0.15,,,,47,39,,210,220,0,21.9,25.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/15/2006,12.3,1541,1538,0.25,,,,50,38,,230,230,0,28,40.9,1,,,,,,,,,,1,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/16/2006,8.95,1538,1537,0.07,,,,54,38,,250,250,0,23.9,30,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/17/2006,8.72,1613,1932,0,,,,55,36,,210,230,0,16.1,17.9,,,,,,,,,,,,,,1,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/18/2006,5.59,1541,1403,0,,,,59,37,,290,270,0,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",4/19/2006,6.04,1357,1357,0,,,,63,43,,260,260,0,13,15,,,,,,,,,,,,,,,,,,,,,
